Key Index-0 Index-T Lifetime ReportCount CountStretch TimeStretch
13939264416075 9408957 24792042 15383085 24 1 1.03522
1688338902927 387693 20329014 19941321 26 1.08333 1.10627
9204093023307 1976124 9167596 7191472 28 1.16667 1.29408
31545845610508 8236142 16798636 8562494 29 1.20833 1.6598
28500386675465 49398088 62736593 13338505 24 1 1.04681
12503069256767 10261241 25229051 14967810 46 1.91667 1.1287
9152297622990 34822724 49754739 14932015 24 1 1.05955
20440606487956 21210652 36828377 15617725 25 1.04167 1.09178
26687051281917 6758002 14589408 7831406 29 1.20833 1.17123
979907904827 11725350 26310416 14585066 27 1.125 1.37928
32930618378963 3541637 17905482 14363845 27 1.125 1.31626
9333656542446 13107647 24473109 11365462 24 1 1.07573
9852199014495 14333275 21734257 7400982 29 1.20833 1.38383
5508151272064 22735435 44098634 21363199 30 1.25 1.26799
5296764174854 9764468 21743599 11979131 38 1.58333 1.04693
11858359911174 45131987 55105927 9973940 28 1.16667 1.50888
5924943864580 3548699 16247705 12699006 26 1.08333 1.24401
30289289490412 44641171 60102002 15460831 26 1.08333 1.21079
25639968687348 45777912 62125689 16347777 24 1 1.07557
9512949749875 35369821 48591252 13221431 38 1.58333 1.04009
23251669731650 45444341 55420440 9976099 28 1.16667 1.47725
9577142745154 33584851 51689815 18104964 28 1.16667 1.12288
6977130189570 53482131 61203337 7721206 28 1.16667 1.27945
8089343817361 241504 8970485 8728981 31 1.29167 1.10039
12441479942508 13109810 24857563 11747753 24 1 1.04054
12661714223921 1332409 14836990 13504581 42 1.75 1.07164
25253967481518 6559263 22287559 15728296 24 1 1.19368
29549369298594 35167726 49722299 14554573 29 1.20833 1.06333
24462379598388 30476442 40656154 10179712 27 1.125 1.36613
903883546896 4427194 18825477 14398283 27 1.125 1.2516
2913986155282 38193294 48119884 9926590 26 1.08333 1.25428
34920396597764 6931840 20975086 14043246 27 1.125 1.31038
29609967495091 14165450 24491877 10326427 29 1.20833 1.00805
2012030140380 80676 16592533 16511857 30 1.25 1.16678
7344538962917 21576357 38643243 17066886 29 1.20833 1.14511
35091425262271 12537999 20872600 8334601 31 1.29167 1.18903
11082366625397 42611292 63995868 21384576 26 1.08333 1.11162
16025831977238 33504068 47133085 13629017 27 1.125 1.2576
21979495960524 29641374 43261806 13620432 39 1.625 1.05053
23567490495699 12262186 20592849 8330663 31 1.29167 1.2227
28808165631418 19742444 34099654 14357210 28 1.16667 1.05724
27911803539706 11774309 33243140 21468831 29 1.20833 1.23376
16343665497941 49562015 64871540 15309525 32 1.33333 1.09872
14121021208840 3726894 23755675 20028781 25 1.04167 1.07879
2831461462372 25803000 33371344 7568344 27 1.125 1.20482
30972295853980 4570460 19818882 15248422 25 1.04167 1.36167
9818398998213 41476406 59973183 18496777 30 1.25 1.18316
14456890727800 33917894 42681049 8763155 32 1.33333 1.19424
34478811242928 22573002 36512689 13939687 33 1.375 1.05943
7267521891446 10811021 19201626 8390605 27 1.125 1.38692
34049574523316 17169636 35882509 18712873 27 1.125 1.12715
15682828342363 10661665 19263610 8601945 27 1.125 1.37021
4260937039363 35401936 44060103 8658167 32 1.33333 1.21544
5815062076445 13174303 20623909 7449606 28 1.16667 1.24487
13574443309918 1911592 16173600 14262008 27 1.125 1.43995
8800809774005 3754832 20558629 16803797 28 1.16667 1.11244
11378647677123 3697605 18909005 15211400 25 1.04167 1.42236
25707566866740 3770867 19897988 16127121 31 1.29167 1.15813
21733791295283 26899793 37046998 10147205 25 1.04167 1.11971
10578467529283 36971566 51061278 14089712 29 1.20833 1.42062
15279554754865 7919435 20916799 12997364 39 1.625 1.04794
24085183104545 9733345 25843455 16110110 34 1.41667 1.17996
32000521736289 442458 20412898 19970440 26 1.08333 1.10191
7177171006476 7971706 29177579 21205873 26 1.08333 1.12566
23239906324703 55453838 66506007 11052169 34 1.41667 1.05578
10587891924971 9053735 29659835 20606100 26 1.08333 1.10591
1567942631885 26871628 37475669 10604041 35 1.45833 1.07413
28211206828350 30192946 38934203 8741257 31 1.29167 1.16158
22853926833853 31933757 43532897 11599140 27 1.125 1.35511
22358842714206 3851879 11139525 7287646 27 1.125 1.25272
4726090186774 9680633 17027179 7346546 28 1.16667 1.31569
27000148461934 27186125 36745218 9559093 25 1.04167 1.15865
16227850842283 38737745 51169644 12431899 26 1.08333 1.2208
32198057548559 8093321 15571486 7478165 32 1.33333 1.5048
30867166570336 30271321 37934515 7663194 28 1.16667 1.41565
2013599521701 51941672 59699542 7757870 25 1.04167 1.06213
7426674608878 2944091 18681709 15737618 35 1.45833 1.18161
18795509800099 43106435 59731995 16625560 41 1.70833 1.21828
32911677891548 2719660 10050545 7330885 29 1.20833 1.28202
8022970437726 50920757 63577220 12656463 38 1.58333 1.04611
2849994774088 35980849 51960985 15980136 31 1.29167 1.12225
13156637948859 15615266 25709796 10094530 33 1.375 1.05476
8770892124054 5646429 14576302 8929873 30 1.25 1.05944
28958454651163 1280572 9337966 8057394 27 1.125 1.06315
14881274973876 25806012 33336388 7530376 27 1.125 1.21049
6160898844742 15035221 33270888 18235667 31 1.29167 1.22321
15701822749467 26948464 43081084 16132620 24 1 1.46879
32154549006361 28671496 43532753 14861257 27 1.125 1.27717
7107995614079 8769735 21786486 13016751 39 1.625 1.05083
5718186573042 3458110 13327699 9869589 37 1.54167 1.18029
25030897860213 25574897 36775016 11200119 35 1.45833 1.05055
8944255920262 8221778 16182685 7960907 33 1.375 1.39741
21594052847432 38879399 54509955 15630556 43 1.79167 1.14024
20289442336954 21143802 35900018 14756216 26 1.08333 1.16005
3029830452254 2405486 13438956 11033470 35 1.45833 1.04242
13975387273997 3024103 16543411 13519308 26 1.08333 1.20733
3671495412526 8246790 15595671 7348881 30 1.25 1.51039
2441664182744 5142338 22177382 17035044 31 1.29167 1.18529
31772070480641 24767253 32299918 7532665 29 1.20833 1.34802
24434711499431 25838674 40066103 14227429 40 1.66667 1.07118
5854000282329 2119547 9426945 7307398 28 1.16667 1.36827
16801469663497 36176852 45022461 8845609 26 1.08333 1.29725
6879484216421 14619386 35447796 20828410 27 1.125 1.1351
27692140411980 19163106 34746098 15582992 25 1.04167 1.22561
7562886497336 8260371 23182900 14922529 25 1.04167 1.14414
7511841284708 28024093 37881435 9857342 35 1.45833 1.17373
13161901694539 15408798 29789491 14380693 33 1.375 1.08329
3458893000564 10235443 22009027 11773584 36 1.5 1.0373
21539698220012 37184837 44887437 7702600 31 1.29167 1.74735
18992125666288 30382477 52251604 21869127 28 1.16667 1.21656
18604225922158 20762606 36373100 15610494 25 1.04167 1.12099
25594232822926 14121383 21622421 7501038 26 1.08333 1.11008
730814643212 45203601 57302354 12098753 26 1.08333 1.23797
29120897447200 12601197 28480998 15879801 24 1 1.61592
26781583297922 10832922 25818981 14986059 26 1.08333 1.19509
24639874887779 36633747 47206274 10572527 27 1.125 1.32515
19413028196911 34168183 47378397 13210214 39 1.625 1.04946
27893828771779 8311231 29362013 21050782 26 1.08333 1.11782
10794348108761 8317361 23241234 14923873 25 1.04167 1.14021
9332483637543 3216488 18583006 15366518 32 1.33333 1.13518
10991748757449 22059 10808527 10786468 36 1.5 1.04394
10595813320247 17697060 29131548 11434488 26 1.08333 1.23707
3521671347330 6511855 14443816 7931961 30 1.25 1.18741
7040390176818 31574060 45214357 13640297 39 1.625 1.05213
11640957759435 44237320 61429238 17191918 28 1.16667 1.11237
4960319152112 33504422 49721725 16217303 24 1 1.05687
2800013643239 1457334 13927049 12469715 39 1.625 1.0484
20229207869900 8430827 23788963 15358136 25 1.04167 1.10058
30086834035129 30465874 40645503 10179629 27 1.125 1.36718
13195793390525 35936593 48761575 12824982 25 1.04167 1.14678
17783754985100 47285569 57923519 10637950 34 1.41667 1.06508
27997427556191 47896304 62673460 14777156 27 1.125 1.04653
21329385592620 33725333 46111028 12385695 27 1.125 1.36598
25443661722141 34925705 43025212 8099507 29 1.20833 1.57122
15129958285093 34499636 43827593 9327957 27 1.125 1.40998
18132665801853 36142196 47406891 11264695 26 1.08333 1.28736
12350605534229 10005015 31008529 21003514 28 1.16667 1.1863
27201378230807 16058319 24961220 8902901 24 1 1.04184
31908598398424 13362967 30266338 16903371 27 1.125 1.09323
2113024102646 55062529 62791522 7728993 30 1.25 1.46466
15512645628620 13719183 23165043 9445860 32 1.33333 1.08379
14602653826163 11873715 19271742 7398027 29 1.20833 1.42936
31925990883828 22480379 31707777 9227398 30 1.25 1.71027
7430933393100 16513527 25957814 9444287 26 1.08333 1.29487
3612397957987 4735649 21406420 16670771 26 1.08333 1.06249
19471443146254 4453589 11815895 7362306 27 1.125 1.15829
32621364393864 14756725 34481239 19724514 29 1.20833 1.19167
33736004423775 30381516 49456363 19074847 25 1.04167 1.06226
25188159213998 11415241 22422727 11007486 37 1.54167 1.0864
30877552284506 11423158 30128051 18704893 26 1.08333 1.09165
25214130121572 6373602 21241441 14867839 29 1.20833 1.08116
22351588773890 1526241 9019139 7492898 25 1.04167 1.11046
17370561433045 27973629 38210016 10236387 35 1.45833 1.1352
5783329397044 7914675 22410241 14495566 26 1.08333 1.20168
13423954846939 53452119 61570737 8118618 29 1.20833 1.22052
33317382228496 32414499 50317651 17903152 24 1 1.01823
20944228914301 8496062 15848967 7352905 30 1.25 1.47566
20018146383114 15407973 23161503 7753530 28 1.16667 1.1823
18025115985602 8529862 28385737 19855875 28 1.16667 1.17408
17855623128330 43774989 59221503 15446514 42 1.75 1.124
26886394781316 8536391 24319454 15783063 24 1 1.06427
24019201624765 1633740 14703417 13069677 42 1.75 1.06849
17445634251162 37473248 53303089 15829841 25 1.04167 1.63538
1398132904926 30484725 45794865 15310140 26 1.08333 1.31672
4866004055818 4555347 15389308 10833961 27 1.125 1.36525
5596249145534 5259526 25580820 20321294 27 1.125 1.15559
33998519077702 33325879 55239979 21914100 29 1.20833 1.2255
21555599754649 11517128 31732875 20215747 27 1.125 1.15773
13100567743250 35766994 43881864 8114870 30 1.25 1.25182
15153029279919 55662231 66477021 10814790 34 1.41667 1.05968
13780496302921 33476820 46677305 13200485 27 1.125 1.30049
3510755643126 15979712 28561890 12582178 29 1.20833 1.50544
18016371128214 17138575 31234043 14095468 27 1.125 1.04315
1906439896506 24405705 32200740 7795035 27 1.125 1.34903
2736078415980 52331785 64088461 11756676 26 1.08333 1.19516
33473036836823 8960577 29266530 20305953 30 1.25 1.27849
10773194200629 52770573 62502234 9731661 24 1 1.08825
16859305751132 21012965 36628186 15615221 25 1.04167 1.10461
12370066085110 8580174 16581306 8001132 27 1.125 1.34559
9319879783256 27292080 49029581 21737501 25 1.04167 1.07427
34243323678868 37716015 50770454 13054439 39 1.625 1.04545
10502829060852 22099463 42868747 20769284 29 1.20833 1.2303
9615458060234 8588761 21035447 12446686 27 1.125 1.34534
23349226902000 8595619 15950336 7354717 30 1.25 1.46176
22497371271686 21848833 35760795 13911962 26 1.08333 1.17977
27670682045355 13838749 27199157 13360408 28 1.16667 1.34753
11929320564583 10148332 19504810 9356478 27 1.125 1.31458
28601313795847 40654582 50599095 9944513 24 1 1.00451
10536336975260 33636124 54688972 21052848 30 1.25 1.26089
22062772743436 6044642 14167220 8122578 26 1.08333 1.21707
11756770307382 17511066 32854931 15343865 35 1.45833 1.13468
31625870467190 29007203 50321533 21314330 24 1 1.01513
26747728211753 35521037 51328818 15807781 25 1.04167 1.76116
33883487992331 21240232 30269561 9029329 33 1.375 1.17418
13620589892054 50688035 63212616 12524581 24 1 1.01185
15263583484689 41959910 53060236 11100326 36 1.5 1.07697
5626754350146 26627048 42754655 16127607 24 1 1.48918
15044882418021 8636213 17140139 8503926 31 1.29167 1.17142
13409438017452 46768866 61815870 15047004 25 1.04167 1.10269
10241232074377 34316550 54394623 20078073 27 1.125 1.12915
8286838636746 42058645 54133615 12074970 26 1.08333 1.23636
33280155069098 8641199 28500465 19859266 28 1.16667 1.16828
11278003913164 6395668 22756548 16360880 31 1.29167 1.15752
13534694806855 8651908 16277176 7625268 28 1.16667 1.40251
15253828365455 47928572 58569787 10641215 35 1.45833 1.08978
29489912281827 36308056 54599583 18291527 28 1.16667 1.13056
30791194434017 30799 14310087 14279288 26 1.08333 1.3527
11525717605114 2294673 10951861 8657188 26 1.08333 1.23442
3090279636444 11514333 21550000 10035667 34 1.41667 1.08949
23057647073864 12541354 31517272 18975918 29 1.20833 1.1794
16068278848822 37770713 51013396 13242683 29 1.20833 1.45114
30689898355881 21550712 35458356 13907644 26 1.08333 1.20157
10211632160764 36378614 49608371 13229757 24 1 1.07828
26238163249388 8295660 17089803 8794143 26 1.08333 1.25661
16597723987961 1637901 12633848 10995947 34 1.41667 1.03159
34702242572292 8586830 27926616 19339786 29 1.20833 1.20247
28203438655741 3173675 23352130 20178455 26 1.08333 1.09821
9871516258698 6703510 21585678 14882168 26 1.08333 1.25185
3901231113619 47653195 63371432 15718237 44 1.83333 1.14032
18330853061125 10889718 24609760 13720042 24 1 1.05277
25004107193598 3309034 12249366 8940332 24 1 1.08186
4181950150937 40142540 61889738 21747198 25 1.04167 1.06765
16239970575558 33505762 46706556 13200794 27 1.125 1.29827
13832292859260 44415197 52040991 7625794 30 1.25 1.53588
4060432570132 27540164 46816765 19276601 29 1.20833 1.19854
11138028189280 9863680 28246672 18382992 29 1.20833 1.1956
12161442759665 37435684 46528051 9092367 25 1.04167 1.1236
18666576922062 27161982 40299794 13137812 40 1.66667 1.05275
28968353195759 490859 18349833 17858974 31 1.29167 1.22948
34525433772433 3721040 11976289 8255249 25 1.04167 1.12174
30072385942772 32321017 46787953 14466936 27 1.125 1.26654
8280882676521 838498 12610210 11771712 36 1.5 1.03152
10390529439504 22019945 33977120 11957175 33 1.375 1.01612
28062610464979 8257973 18496413 10238440 27 1.125 1.38597
22789408452982 15585636 31825195 16239559 31 1.29167 1.14438
23032227351687 9533591 29857378 20323787 26 1.08333 1.09767
28107662910617 36103847 52474675 16370828 28 1.16667 1.08796
13337446702733 26395123 46353013 19957890 29 1.20833 1.215
167279659122 40937649 60881239 19943590 27 1.125 1.12434
748896504972 32471919 44318845 11846926 37 1.54167 1.05773
11054533863779 8733193 18341232 9608039 28 1.16667 1.42744
14786434376059 27110450 46379904 19269454 30 1.25 1.22129
25530648740087 19017548 35324216 16306668 34 1.41667 1.18014
11850937324224 45569883 64115448 18545565 27 1.125 1.12226
20030941328298 4647086 12190163 7543077 31 1.29167 1.3867
30158575882964 17669266 35198119 17528853 30 1.25 1.17478
20374640857671 20475389 41627426 21152037 27 1.125 1.13029
19189928385411 14057273 33320027 19262754 31 1.29167 1.25654
26396080782145 4670596 14205681 9535085 33 1.375 1.09453
15188827841082 16236437 29394928 13158491 40 1.66667 1.053
24055716862085 6143063 24813445 18670382 30 1.25 1.21045
29800854127770 37261862 59231917 21970055 28 1.16667 1.18794
3545906161864 13775095 26321310 12546215 26 1.08333 1.19299
2142714207375 13060063 25594228 12534165 29 1.20833 1.49848
17341252896384 11121262 32348995 21227733 26 1.08333 1.12118
33253510678659 22362795 37562674 15199879 24 1 1.04599
16136128261670 27805184 41373704 13568520 26 1.08333 1.2218
10344479108117 13817722 28865438 15047716 26 1.08333 1.19783
30948647806356 3814979 12072313 8257334 25 1.04167 1.11008
5871244608244 25117061 45943571 20826510 29 1.20833 1.22569
5067355982713 6785602 14209076 7423474 26 1.08333 1.23187
1921325890540 9685167 28063337 18378170 30 1.25 1.20562
28304808731585 4169666 25122634 20952968 24 1 1.01008
8570553513276 47705021 61890504 14185483 25 1.04167 1.10366
235051722178 8864919 26793900 17928981 27 1.125 1.10869
28653644779532 42823811 53094410 10270599 27 1.125 1.37907
27997061817287 20317914 36348548 16030634 24 1 1.11935
14931423833577 15642846 30302950 14660104 27 1.125 1.54289
12581715836526 22547586 32649166 10101580 26 1.08333 1.22495
34317840542643 8873822 22133989 13260167 26 1.08333 1.24131
1523469402207 14980147 30909906 15929759 24 1 1.46152
31228861086723 8885044 22560328 13675284 26 1.08333 1.20281
66975624462 13293125 25831536 12538411 26 1.08333 1.23218
25257370931781 16802845 27653383 10850538 33 1.375 1.0314
18931986381254 3864640 18237273 14372633 27 1.125 1.29298
5541906127277 5127525 13130907 8003382 31 1.29167 1.24692
13627178940814 12152210 32464912 20312702 26 1.08333 1.12094
19050744600721 39137933 56985161 17847228 30 1.25 1.17909
27493837951385 30954945 44558460 13603515 26 1.08333 1.2274
21467599967653 31252159 38922269 7670110 27 1.125 1.2865
8115526275219 35063962 48282574 13218612 41 1.70833 1.06167
6919369621492 11647685 19066997 7419312 29 1.20833 1.45572
9322020631057 8938690 21109725 12171035 37 1.54167 1.03534
27133169969256 35868660 43894285 8025625 31 1.29167 1.35553
14719326116899 13209652 28678397 15468745 25 1.04167 1.61953
24232795805869 39151514 47606252 8454738 30 1.25 1.18077
13990743409152 8950182 18005642 9055460 28 1.16667 1.49059
23394362468043 6469729 17707580 11237851 28 1.16667 1.42184
8059614346569 8954477 27960087 19005610 29 1.20833 1.20427
28031542295122 3746526 22443588 18697062 28 1.16667 1.15458
5981476537649 18240368 31675421 13435053 26 1.08333 1.24161
7684405299884 38291265 57970967 19679702 27 1.125 1.11233
5411996861400 5067826 21582928 16515102 32 1.33333 1.18117
6056146445967 10884971 30406819 19521848 30 1.25 1.23126
20875361290890 16984226 25449460 8465234 27 1.125 1.38903
28733404263632 1482238 19864075 18381837 28 1.16667 1.14058
8741838202677 31168310 45622534 14454224 28 1.16667 1.3474
9433825377483 27223044 48721112 21498068 26 1.08333 1.08944
20650182984170 7763335 28694248 20930913 27 1.125 1.1504
24196287986927 9008953 29457675 20448722 30 1.25 1.2672
22016297864035 48773258 56960872 8187614 32 1.33333 1.39335
34025104085785 32793521 42687994 9894473 34 1.41667 1.11224
26760252540860 120140 10181633 10061493 26 1.08333 1.27825
22250793428311 18639337 29036139 10396802 29 1.20833 1.56607
29198468413684 2168167 9362265 7194098 25 1.04167 1.06735
23572799306902 9042747 16453426 7410679 28 1.16667 1.39038
23624339458575 18601878 40058513 21456635 28 1.16667 1.20156
30330009351922 41877998 60237984 18359986 29 1.20833 1.1701
26677719790696 48120753 55804344 7683591 30 1.25 1.56968
1224385860383 46087618 53737878 7650260 29 1.20833 1.42479
3169492880011 26601529 46868214 20266685 28 1.16667 1.1863
22810024851429 32177620 53995557 21817937 27 1.125 1.13714
17645883033066 12447138 25782512 13335374 29 1.20833 1.45441
26937456425448 3925020 17050104 13125084 28 1.16667 1.41128
29458486283743 9064494 20737594 11673100 28 1.16667 1.39374
8466277141085 28632130 43215335 14583205 32 1.33333 1.08009
6624694411629 20097114 34404139 14307025 27 1.125 1.26963
27760413176651 11736110 20835586 9099476 28 1.16667 1.49433
35103187922529 15913215 26750538 10837323 37 1.54167 1.11475
25736865270551 8546163 16269442 7723279 28 1.16667 1.3984
1889226585488 30547581 38112686 7565105 29 1.20833 1.39749
11788748817480 19134805 33858362 14723557 27 1.125 1.29907
9166421201863 862755 8464289 7601534 26 1.08333 1.18187
20918857660165 32901353 49964919 17063566 25 1.04167 1.0398
7595254397851 41290316 51493674 10203358 33 1.375 1.06967
17944591971469 44362038 52103827 7741789 30 1.25 1.63084
34955967958535 9102108 18590657 9488549 32 1.33333 1.07965
1942135372985 46599592 63082182 16482590 24 1 1.01692
30531710358516 34256754 41826219 7569465 28 1.16667 1.33781
28620047638078 40758393 51693051 10934658 26 1.08333 1.20317
9313008381693 13476297 21709980 8233683 24 1 1.08965
281467259841 39900860 51469977 11569117 37 1.54167 1.06349
13360954651380 15422204 24633790 9211586 31 1.29167 1.07599
14820903640593 39091756 53217652 14125896 29 1.20833 1.04934
13053118958489 30320599 39129671 8809072 26 1.08333 1.22591
10862114678219 6584015 14221119 7637104 29 1.20833 1.22381
34195363056623 15297044 29950360 14653316 27 1.125 1.33925
21734113665075 2540281 21078931 18538650 30 1.25 1.22951
20559430605546 9171958 18795633 9623675 31 1.29167 1.05723
34184105876990 36026669 55554170 19527501 30 1.25 1.23696
9696669841892 651154 12462113 11810959 27 1.125 1.29365
6756637566695 12516520 25431684 12915164 26 1.08333 1.25636
15100396443112 30675756 39914285 9238529 32 1.33333 1.13048
19706688882658 14214523 29269262 15054739 26 1.08333 1.37544
8656835042417 34847535 48064821 13217286 40 1.66667 1.06095
9709716190750 9197637 17207663 8010026 30 1.25 1.65424
21970320516489 42044731 50710740 8666009 27 1.125 1.36971
13524742509933 23854289 45605872 21751583 29 1.20833 1.23162
17820995015412 1829641 10422502 8592861 26 1.08333 1.29778
7837558279741 21854171 30369990 8515819 28 1.16667 1.53447
14093880702557 9201744 17275992 8074248 31 1.29167 1.25643
34938303179499 39691013 59736078 20045065 28 1.16667 1.18084
34458623394801 39627985 60835937 21207952 26 1.08333 1.11906
26517222915269 23190381 43837982 20647601 28 1.16667 1.18471
21121252231342 6018858 26778509 20759651 26 1.08333 1.09461
23092324811836 14434209 32931977 18497768 27 1.125 1.10755
11122831995861 18059201 26344744 8285543 30 1.25 1.66351
14968895036612 49235530 59232620 9997090 27 1.125 1.41296
19040911913957 18670284 34245793 15575509 25 1.04167 1.25784
28128061331991 9255489 17231598 7976109 31 1.29167 1.26515
25163493675353 1152251 14265371 13113120 39 1.625 1.05107
10248861318658 16540136 36406497 19866361 26 1.08333 1.09339
29625012197525 39646177 48514515 8868338 26 1.08333 1.24012
21660826216332 23691741 37208770 13517029 24 1 1.0779
25943098629009 45640893 58128557 12487664 28 1.16667 1.41901
31944259542612 8229614 29366027 21136413 26 1.08333 1.11716
19536250705894 36088793 45754990 9666197 32 1.33333 1.10269
2123203755579 2604197 10120263 7516066 28 1.16667 1.38065
12844543601998 12650804 34145873 21495069 28 1.16667 1.19148
1789074849704 37017798 48660858 11643060 25 1.04167 1.17033
28279270342296 5894623 14013267 8118644 29 1.20833 1.6569
1206412474377 5474767 14892174 9417407 33 1.375 1.11024
10477530027060 6205858 18188735 11982877 27 1.125 1.35546
31362895012388 42326601 51451308 9124707 29 1.20833 1.60674
6116712848098 6506922 14196792 7689870 30 1.25 1.66967
31348455245385 2502675 14788093 12285418 28 1.16667 1.37104
8293811036206 38259108 52359791 14100683 27 1.125 1.3282
21827412330702 26616106 37433311 10817205 27 1.125 1.34079
8373675339886 22378234 43989538 21611304 27 1.125 1.16946
25140030952998 3891455 12298002 8406547 29 1.20833 1.08128
3265544159644 4146747 13383859 9237112 26 1.08333 1.27568
10881257706952 9308833 23250458 13941625 41 1.70833 1.07363
9073039683960 47335320 57322231 9986911 29 1.20833 1.60467
12229034489097 24880317 36649708 11769391 37 1.54167 1.05875
16588096291495 11608540 24686072 13077532 39 1.625 1.04953
24236052520383 17661150 26582791 8921641 26 1.08333 1.24209
20545659769782 11382507 24280180 12897673 40 1.66667 1.06089
33965867237757 1149544 15054678 13905134 27 1.125 1.30865
8535150043985 20931137 31092282 10161145 33 1.375 1.07381
18121491091271 48980079 63195838 14215759 41 1.70833 1.06788
5383305666938 4375845 11658370 7282525 27 1.125 1.18165
27846138402290 21064949 35819836 14754887 26 1.08333 1.1655
14129599759168 1929464 10483763 8554299 30 1.25 1.09336
7318925669472 7468113 14804900 7336787 26 1.08333 1.1534
6172139991369 23440387 39261202 15820815 30 1.25 1.11747
26211036746658 57081395 64917742 7836347 28 1.16667 1.18696
6695051738319 12498844 20725156 8226312 31 1.29167 1.20945
1025178637800 33136554 45956581 12820027 40 1.66667 1.06171
16547773089128 47727705 56019554 8291849 32 1.33333 1.31311
16204892744717 32709332 53071101 20361769 28 1.16667 1.19235
27808888563060 31165295 45778050 14612755 40 1.66667 1.08611
23407977402509 23632983 43095082 19462099 30 1.25 1.23413
16526881175603 19622100 41235607 21613507 27 1.125 1.14563
5877762331474 17120492 25803815 8683323 27 1.125 1.33845
7481262478655 41935355 50637793 8702438 24 1 1.00071
13228578659298 16534407 30780260 14245853 27 1.125 1.2907
28570093054763 36764277 49178956 12414679 25 1.04167 1.11801
23599230824663 10703286 24437058 13733772 40 1.66667 1.06529
32020259092647 3606950 22985138 19378188 27 1.125 1.1212
22472426075991 5351555 26297863 20946308 26 1.08333 1.11672
8337106379066 21886000 40405516 18519516 30 1.25 1.21479
24012110529225 31639171 46963328 15324157 26 1.08333 1.24019
28472478410131 9388321 25129462 15741141 24 1 1.01298
28285003860490 9400338 21580594 12180256 40 1.66667 1.07122
7499683041536 38282015 59899460 21617445 27 1.125 1.16013
20527864175569 53778936 63516535 9737599 26 1.08333 1.29436
2612042473027 43460927 52591308 9130381 28 1.16667 1.48151
6711665518728 2667411 16174421 13507010 26 1.08333 1.23484
14604760434889 32340637 40436835 8096198 27 1.125 1.08435
8988179207424 254330 11129431 10875101 25 1.04167 1.17028
1821210834334 27171476 48260107 21088631 26 1.08333 1.11304
20963951350497 28590594 38445966 9855372 26 1.08333 1.2713
29034456806480 11666937 19561014 7894077 27 1.125 1.36573
16807913622982 16363647 31454864 15091217 42 1.75 1.1246
12360772634207 9465550 22320072 12854522 26 1.08333 1.23445
12091895953387 8229706 15947878 7718172 28 1.16667 1.44033
7265318722844 43097704 50733564 7635860 29 1.20833 1.41659
17646157497546 50359347 58698457 8339110 29 1.20833 1.55912
19803372012653 34715966 44488615 9772649 31 1.29167 1.05261
5336563761733 3594667 16294201 12699534 26 1.08333 1.24034
11718377016063 49881955 57648684 7766729 27 1.125 1.32611
30878763807189 48353755 63416563 15062808 26 1.08333 1.19693
30654008901298 7208799 25089052 17880253 24 1 1.01369
991411312775 43390570 54345011 10954441 26 1.08333 1.24124
22086955211859 6177551 15499261 9321710 30 1.25 1.04625
27270711224438 11622746 30576497 18953751 30 1.25 1.22924
29983259796008 13017951 28435064 15417113 30 1.25 1.10749
15853371662449 41171398 60511006 19339608 28 1.16667 1.14737
32439921570905 11742473 27180633 15438160 25 1.04167 1.71778
28094412540445 33567394 45952418 12385024 28 1.16667 1.37881
17081961766184 44530134 58688583 14158449 28 1.16667 1.33001
21225790810713 9576687 23267570 13690883 25 1.04167 1.15092
25595811741675 3078433 12569488 9491055 27 1.125 1.35411
15815475526963 11949590 19446462 7496872 28 1.16667 1.40039
11437805139702 24820477 43676309 18855832 30 1.25 1.21084
22649502884458 9589429 17214112 7624683 30 1.25 1.27966
17073137254299 17173625 37436546 20262921 28 1.16667 1.18177
5095673184443 14960902 26814830 11853928 36 1.5 1.03046
4165543994888 20466568 28225277 7758709 28 1.16667 1.46619
18358701206615 49258542 64565776 15307234 42 1.75 1.11249
9733635578949 17283006 35568473 18285467 28 1.16667 1.14729
25071834220999 15503516 29729485 14225969 28 1.16667 1.36497
33346762208480 10553152 25112416 14559264 27 1.125 1.46224
8053759227084 15608233 35353076 19744843 27 1.125 1.14731
1362262829944 5352939 12675644 7322705 29 1.20833 1.44447
938683345522 16059206 28356896 12297690 36 1.5 1.03137
33268012546956 28671561 43532903 14861342 27 1.125 1.27716
897447429021 14939341 35149989 20210648 27 1.125 1.15397
23188984181661 32605938 45797681 13191743 28 1.16667 1.36737
4549257269697 977719 18202638 17224919 30 1.25 1.19374
33938168679226 38956839 50518588 11561749 32 1.33333 1.01084
22952613127910 9634912 27112417 17477505 27 1.125 1.09328
29502714935126 29744578 44853457 15108879 44 1.83333 1.11459
14898620455263 15233205 30307720 15074515 26 1.08333 1.30606
25261565102348 10330918 23204104 12873186 25 1.04167 1.16543
15774809560784 11173650 29871563 18697913 32 1.33333 1.27008
12666495610099 17091085 38170057 21078972 27 1.125 1.13994
17633202812811 32317423 54104857 21787434 27 1.125 1.13231
12824632042526 19828597 27331413 7502816 30 1.25 1.60123
10651657518496 10245993 25028893 14782900 43 1.79167 1.11386
31808700336569 9663587 26115979 16452392 31 1.29167 1.15965
19115492646184 9320700 22591113 13270413 26 1.08333 1.20667
12525366548259 9673797 29564328 19890531 30 1.25 1.26933
11942527137959 22056928 33216242 11159314 33 1.375 1.02544
