Key Index-0 Index-T Lifetime ReportCount CountStretch TimeStretch
2246187212636 35271647 51029489 15757842 33 1.375 1.13111
2627276655179 35270493 56192697 20922204 28 1.16667 1.19065
1589250775152 9881992 28417230 18535238 29 1.20833 1.18479
961779933462 35300650 43064861 7764211 30 1.25 1.59078
14879076777715 35241019 43671483 8430464 28 1.16667 1.08443
26474892176570 35228871 46485879 11257008 27 1.125 1.36938
17750186002773 11525625 31469414 19943789 28 1.16667 1.17309
21251394421090 56161208 64531283 8370075 26 1.08333 1.22121
9949012432658 3765271 18134126 14368855 27 1.125 1.50106
32384255282960 25688980 47211914 21522934 27 1.125 1.15946
28856640511847 12371712 31343630 18971918 29 1.20833 1.18859
13226323127605 18284426 26174669 7890243 31 1.29167 1.32546
30215465487556 35153335 56776494 21623159 27 1.125 1.15747
8828264832947 35143306 43113759 7970453 29 1.20833 1.56936
24190863432183 41295933 55853762 14557829 27 1.125 1.29728
8286846808145 35140349 52028334 16887985 28 1.16667 1.11169
31870815583591 35131946 43102318 7970372 29 1.20833 1.5708
2122193036244 45676435 63598999 17922564 29 1.20833 1.15533
11769231061678 1623289 16325560 14702271 26 1.08333 1.20547
16960042423189 35120644 55962538 20841894 28 1.16667 1.20243
8405423358196 35109324 47926781 12817457 26 1.08333 1.21199
34410626627068 35069808 47383561 12313753 34 1.41667 1.02179
29340122800891 35059045 56975343 21916298 30 1.25 1.29137
15914747876973 35057195 43168247 8111052 29 1.20833 1.14979
28920536146464 35026079 43645746 8619667 28 1.16667 1.46476
25146097806385 35012735 45902972 10890237 28 1.16667 1.43534
14703151339249 35009767 44920785 9911018 33 1.375 1.10136
1329285565 1909693 9256616 7346923 25 1.04167 1.08033
22006760875595 35005858 44337881 9332023 27 1.125 1.35512
17077203009562 35005312 44337308 9331996 27 1.125 1.35518
5746592726996 34955361 54468423 19513062 27 1.125 1.1291
24124458390985 27509287 47972217 20462930 27 1.125 1.13057
12184782343556 34945544 46570361 11624817 27 1.125 1.35042
6671639560339 34924525 43999553 9075028 27 1.125 1.40245
15577756277251 34923805 43349192 8425387 28 1.16667 1.51068
3338096372549 34919168 42532717 7613549 30 1.25 1.55361
4794212672868 34918667 44829401 9910734 33 1.375 1.11058
9032756458477 34912853 51146500 16233647 24 1 1.75242
27299545656167 34880723 42979786 8099063 29 1.20833 1.57686
14585684300696 24142588 38509852 14367264 26 1.08333 1.18166
17238367351269 34874704 55164328 20289624 26 1.08333 1.08986
15312931421958 33900825 43511912 9611087 28 1.16667 1.43075
12852399404585 7471050 14818210 7347160 26 1.08333 1.15137
27611024743192 17890690 33451644 15560954 25 1.04167 1.30911
33966692096851 29508988 51312950 21803962 26 1.08333 1.11932
22805630802973 34864600 56177024 21312424 28 1.16667 1.18789
3018534176688 42023260 56589393 14566133 27 1.125 1.24661
16245599757738 34858669 42969254 8110585 29 1.20833 1.17434
17905924297914 2845978 22304926 19458948 27 1.125 1.15565
11329216326260 34823132 51563647 16740515 30 1.25 1.14044
15126789829127 5106376 17185749 12079373 38 1.58333 1.04646
20871525419489 52894846 62076926 9182080 25 1.04167 1.13985
18612007095883 13800795 23209102 9408307 26 1.08333 1.22583
32677345843604 36233344 50741939 14508595 26 1.08333 1.21868
23749170267472 34757214 48399379 13642165 25 1.04167 1.16453
29560424500557 34730021 43873815 9143794 29 1.20833 1.05571
9525580648597 34720084 47933044 13212960 26 1.08333 1.20517
29130212210427 34711751 49642545 14930794 24 1 1.06707
18488980873271 5746119 20410416 14664297 43 1.79167 1.11438
26611632781446 34685358 46307982 11622624 27 1.125 1.37306
33249657371594 34682245 56140998 21458753 28 1.16667 1.18829
29400698902562 28221903 49688615 21466712 25 1.04167 1.0445
29930429181430 9340655 18402151 9061496 28 1.16667 1.4465
8711497320868 40968951 50915850 9946899 29 1.20833 1.61042
35039180409052 34648672 49140541 14491869 25 1.04167 1.10374
28504541209437 34647679 54027203 19379524 28 1.16667 1.15276
26981690435934 41406695 63358415 21951720 27 1.125 1.13778
17583431442357 39607736 61384456 21776720 26 1.08333 1.09077
6113100577489 34641764 46383916 11742152 35 1.45833 1.03098
5659736282124 34640630 49132372 14491742 25 1.04167 1.10431
16029347368330 34640079 46262405 11622326 27 1.125 1.377
22634294540721 34612018 43266495 8654477 30 1.25 1.12904
33129246712839 34601345 44502185 9900840 27 1.125 1.31812
27190354377660 34545580 46556136 12010556 27 1.125 1.34035
28582587249043 34539182 48370646 13831464 39 1.625 1.05523
120161882534 7926106 28496616 20570510 27 1.125 1.16264
20033567605128 21890268 30111061 8220793 30 1.25 1.21059
12852381612637 34524457 50688889 16164432 42 1.75 1.18676
953826947222 20364268 36519429 16155161 29 1.20833 1.10785
30780238718914 1314019 13612569 12298550 33 1.375 1.02394
10047899612409 34471422 44370904 9899482 27 1.125 1.33143
10769494412484 10380553 28646372 18265819 29 1.20833 1.17497
2622357275772 6174942 21470628 15295686 25 1.04167 1.25256
16314138245611 34616778 49108118 14491340 25 1.04167 1.10598
11459294858500 49892047 57557884 7665837 29 1.20833 1.34225
5236854897024 34409875 42516366 8106491 30 1.25 1.23029
34067730631223 34399321 49982802 15583481 26 1.08333 1.04243
5201551202902 34391007 51641166 17250159 29 1.20833 1.13179
17496906637438 34385896 53638553 19252657 29 1.20833 1.17395
13298990109628 29806545 38789239 8982694 32 1.33333 1.17338
21092866497821 34369340 46231795 11862455 36 1.5 1.04349
12116618465574 6770242 16103955 9333713 34 1.41667 1.17603
8670271290093 34366595 44575191 10208596 26 1.08333 1.30138
20627804984782 29674054 37612155 7938101 28 1.16667 1.44187
32925754793927 34349182 42769541 8420359 29 1.20833 1.57982
32018613942495 34343200 53595404 19252204 29 1.20833 1.1762
11454241094336 34749695 50981560 16231865 24 1 1.76266
1129759289724 34342000 44550599 10208599 29 1.20833 1.59689
31211411446560 10155175 18346183 8191008 28 1.16667 1.50079
26372275745713 52543574 64774446 12230872 38 1.58333 1.06854
21285541991045 15560033 34608426 19048393 29 1.20833 1.19179
19543637867395 34308042 42170760 7862718 27 1.125 1.28139
26838216702540 34304063 42724121 8420058 26 1.08333 1.19704
1936198569502 32487573 47821266 15333693 26 1.08333 1.18408
34439014929411 23191701 31324224 8132523 33 1.375 1.44233
21495712427167 34294453 55123916 20829463 29 1.20833 1.24281
9070275083136 34293717 46301674 12007957 27 1.125 1.36162
28025448819737 25349617 34930539 9580922 32 1.33333 1.07975
5284287522241 15609391 26077831 10468440 36 1.5 1.1049
26331242831823 34284243 52072667 17788424 27 1.125 1.10355
16991479112100 54862179 63397695 8535516 27 1.125 1.34973
34924474928904 35503080 56494161 20991081 31 1.29167 1.32713
633099290420 34254391 50988803 16734412 32 1.33333 1.17484
115599176298 16729383 25407432 8678049 27 1.125 1.38433
21729099956534 40116300 55139282 15022982 41 1.70833 1.10129
33026276047824 51228407 60401389 9172982 27 1.125 1.32265
28636208210939 34210201 53336350 19126149 29 1.20833 1.19091
19473468297199 32270700 44644050 12373350 26 1.08333 1.24309
26695418945276 31707830 46004396 14296566 41 1.70833 1.07319
28392109850914 37383523 45827778 8444255 31 1.29167 1.21601
3306119073941 34190540 49543704 15353164 24 1 1.07166
7567075384014 5973329 19830023 13856694 42 1.75 1.07691
30566463754213 31534211 45992693 14458482 28 1.16667 1.3217
643240751180 34183893 46190932 12007039 27 1.125 1.37087
20155850477173 17409327 25879567 8470240 27 1.125 1.33802
3567804733254 34149593 41757899 7608306 28 1.16667 1.34506
18028688568777 34148164 42567470 8419306 26 1.08333 1.21567
13552299603266 20726349 36336422 15610073 25 1.04167 1.12334
14399201424916 43212858 50930206 7717348 30 1.25 1.38672
9487087708030 44513852 55133722 10619870 35 1.45833 1.09358
15239982712037 34123215 56049084 21925869 28 1.16667 1.18847
21719912901368 6332434 16532533 10200099 26 1.08333 1.27587
17141561629874 32413708 48353830 15940122 33 1.375 1.14367
4575924682545 34096466 45956577 11860111 38 1.58333 1.0667
34940469639780 34065493 49857937 15792444 24 1 1.04977
32079132771160 39876544 48227649 8351105 30 1.25 1.19112
34380565537755 34059817 50219018 16159201 25 1.04167 1.0263
13665390046997 34048635 42153154 8104519 31 1.29167 1.27516
10939385856346 15754704 24354760 8600056 30 1.25 1.11384
14499167170279 34047326 47873450 13826124 44 1.83333 1.09121
11468457040319 11138641 18504433 7365792 30 1.25 1.53541
11881541075769 34037630 51464743 17427113 29 1.20833 1.14058
5281707429353 27085144 37578820 10493676 24 1 1.06508
15571426257287 34026420 43165090 9138670 32 1.33333 1.1333
7603289955731 39745486 50674005 10928519 29 1.20833 1.57772
29796502203135 34015733 55861022 21845289 28 1.16667 1.19778
27355262560432 34006902 47211932 13205030 26 1.08333 1.2599
9116642232041 34005181 54661503 20656322 26 1.08333 1.11261
9343332115840 33996215 49575285 15579070 27 1.125 1.0686
21890430637342 33995615 50870900 16875285 32 1.33333 1.18037
14037947399975 33994236 55917956 21923720 28 1.16667 1.19447
22112411584227 33989663 49340552 15350889 25 1.04167 1.08491
31796227985789 33978657 54882276 20903619 26 1.08333 1.10072
25817881663726 44735167 57849436 13114269 38 1.58333 1.03853
21705543005762 46440726 58625963 12185237 39 1.625 1.07379
4991105584482 12053780 32283475 20229695 27 1.125 1.1304
32290002391825 33928485 51004013 17075528 31 1.29167 1.17046
3337282982746 42667192 56135550 13468358 41 1.70833 1.06327
27955986263574 1895554 22311072 20415518 27 1.125 1.14806
12574593164603 30085220 43679578 13594358 27 1.125 1.2922
20589597395723 44226078 56316817 12090739 27 1.125 1.31964
28425689691041 49305926 63935192 14629266 26 1.08333 1.16731
19214212322992 33862590 42109937 8247347 26 1.08333 1.27564
360897675571 23777217 32529338 8752121 26 1.08333 1.27332
21347630123 33843691 44126933 10283242 31 1.29167 1.02492
666921037212 19234264 40361037 21126773 28 1.16667 1.19038
5410260457229 33827677 49983369 16155692 31 1.29167 1.13749
31652226379856 12799549 20207293 7407744 28 1.16667 1.3025
22980580698471 53075925 63875929 10800004 35 1.45833 1.09568
26966562313895 33803581 45417800 11614219 28 1.16667 1.44998
1272259963348 33778265 48697108 14918843 25 1.04167 1.1305
7907795276647 33773002 46159325 12386323 27 1.125 1.36206
26291673432622 42235760 57281274 15045514 41 1.70833 1.10143
18219085244480 36986246 47214806 10228560 27 1.125 1.33525
23777633929446 30708674 52048711 21340037 26 1.08333 1.08744
23917176102785 33730437 50973340 17242903 31 1.29167 1.17058
5931415980223 33719348 43328898 9609550 28 1.16667 1.44986
14789160158750 33705080 41795403 8090323 30 1.25 1.72388
9034566872724 33701498 51958546 18257048 27 1.125 1.10714
32626501060139 33363054 49578526 16215472 24 1 1.06571
13865363724778 7210829 22105821 14894992 26 1.08333 1.21671
1010612251052 33685853 50928192 17242339 31 1.29167 1.1732
35027038806444 33680813 48161701 14480888 26 1.08333 1.17142
31032261409159 34028563 44313888 10285325 28 1.16667 1.00674
24488917509172 12034213 27045226 15011013 26 1.08333 1.31957
13894928586352 33650043 43543529 9893486 27 1.125 1.41525
12759293439137 1447310 9881895 8434585 27 1.125 1.36746
4018529374878 33645447 41362466 7717019 30 1.25 1.39144
20688659722833 23609275 40199133 16589858 26 1.08333 1.05549
11549833736423 33630892 46015834 12384942 28 1.16667 1.37369
15239669763374 2383392 22584508 20201116 27 1.125 1.13609
7191936949238 11047945 25189178 14141233 24 1 1.01022
10542378509528 33620932 53689449 20068517 28 1.16667 1.16435
15478901077851 33592709 48231999 14639290 41 1.70833 1.08677
20727057365657 395452 18733471 18338019 29 1.20833 1.20257
17234569275587 33530500 47583939 14053439 26 1.08333 1.21774
19455802923236 33525712 41107829 7582117 29 1.20833 1.43199
26030343321727 38222701 48460127 10237426 26 1.08333 1.21332
28353998252475 33675778 49894261 16218483 24 1 1.04623
25476887356321 33489913 41244709 7754796 28 1.16667 1.40472
21428022518440 32232366 43496435 11264069 33 1.375 1.02682
10131856746127 33456616 54274935 20818319 27 1.125 1.1303
5462859553978 36125285 44557858 8432573 27 1.125 1.36691
30781000180705 12375339 24486926 12111587 24 1 1.06992
23522008640866 35181478 53755467 18573989 29 1.20833 1.17402
13015469156972 33442381 48593434 15151053 42 1.75 1.11277
17650047546145 34856601 46600949 11744348 32 1.33333 1.01249
23082971086585 18070764 38844173 20773409 26 1.08333 1.10954
22521177063319 33430728 43323003 9892275 28 1.16667 1.4376
28335243187769 33430426 50851129 17420703 31 1.29167 1.17585
16506893557952 1207357 12716590 11509233 30 1.25 1.57605
18478182104061 33414179 54310411 20896232 27 1.125 1.12812
30708829015543 47602790 61391183 13788393 40 1.66667 1.05456
19469157919937 35105065 42973228 7868163 29 1.20833 1.59463
12175566974930 33388581 44662356 11273775 34 1.41667 1.03019
26563586588798 53369492 61723876 8354384 26 1.08333 1.19596
19107264622951 50826059 58776073 7950014 26 1.08333 1.17678
22027923602207 33368953 41227839 7858886 28 1.16667 1.40151
10634025672600 9741373 17926229 8184856 29 1.20833 1.55247
30404693228133 37848242 58806679 20958437 29 1.20833 1.2173
16750419993639 19634933 34790230 15155297 26 1.08333 1.22906
3267556067377 8346869 23271834 14924965 25 1.04167 1.13815
12828063642819 33304832 42560025 9255193 34 1.41667 1.19699
13141414841698 11897384 20747868 8850484 28 1.16667 1.51815
9438322697918 15972306 28947219 12974913 26 1.08333 1.22313
11378822112524 33273449 53232603 19959154 28 1.16667 1.18814
12586771623591 31865193 39489487 7624294 26 1.08333 1.21382
8267123926140 1567552 11959495 10391943 27 1.125 1.38211
15454812334653 33262709 53428322 20165613 28 1.16667 1.1765
18617633811053 33258474 44499568 11241094 26 1.08333 1.28042
2609347434982 47825386 58809320 10983934 28 1.16667 1.4144
10415817815338 33122225 47171480 14049255 27 1.125 1.24717
20501029061260 1061068 12193107 11132039 24 1 1.0708
125150035397 35927889 46825231 10897342 27 1.125 1.35043
31049423127002 12523253 26533225 14009972 42 1.75 1.0765
22945708555771 33237961 42242466 9004505 32 1.33333 1.17281
5373497005608 33227735 49744046 16516311 26 1.08333 1.05449
17425471240717 33214204 53676814 20462610 28 1.16667 1.1618
24532462173545 33207056 40922205 7715149 31 1.29167 1.4486
32406682495458 33182490 40952976 7770486 31 1.29167 1.44145
13338398944230 2578860 12797715 10218855 31 1.29167 1.01796
21225604530887 20586215 35058228 14472013 40 1.66667 1.08636
21738707188657 9044580 24418052 15373472 24 1 1.05956
11591668049109 35245262 51050724 15805462 25 1.04167 1.77886
17092713036640 33131157 51043198 17912041 29 1.20833 1.16031
30737410790137 39956348 47674192 7717844 28 1.16667 1.38479
30992038689569 33121120 50187583 17066463 24 1 1.02674
27719386599320 33112989 45911808 12798819 28 1.16667 1.36973
15368692918408 33099519 46296617 13197098 27 1.125 1.32942
8973547623249 33983628 45988646 12005018 28 1.16667 1.38778
19746467636097 33092307 54137419 21045112 27 1.125 1.13543
19215125183225 39126852 59853395 20726543 28 1.16667 1.16923
19075473344920 35066541 53638826 18572285 29 1.20833 1.18031
23977005889421 33027042 50801551 17774509 30 1.25 1.17514
21245456678479 33021253 45840107 12818854 40 1.66667 1.06361
15372962386620 33019624 44747857 11728233 34 1.41667 1.02173
27391616095973 18616139 34616351 16000212 24 1 1.22784
23214616969650 33018541 40598206 7579665 30 1.25 1.49937
9928724876754 6811672 19237872 12426200 38 1.58333 1.03914
19834697526218 23267411 30754049 7486638 26 1.08333 1.14536
11768987368596 33006000 41016198 8010198 32 1.33333 1.42034
28280518130031 29998176 47554339 17556163 30 1.25 1.17599
5329162092899 16140894 37196897 21056003 25 1.04167 1.05057
25034684556446 32980134 48313948 15333814 31 1.29167 1.09846
18964521086778 32975553 40554862 7579309 30 1.25 1.50511
20866410054134 32972397 43250040 10277643 32 1.33333 1.05337
24542814283975 18124456 31134153 13009697 27 1.125 1.29112
16417267579096 46252260 63117998 16865738 24 1 1.01441
18953954699139 582442 14394073 13811631 28 1.16667 1.35856
28953203041846 30020129 37858920 7838791 28 1.16667 1.41599
9949705510141 32929721 54759431 21829710 26 1.08333 1.10207
2028621572461 46340767 58525403 12184636 39 1.625 1.08205
18172112106127 7366385 16457443 9091058 33 1.375 1.14184
25098297544524 33823055 43146416 9323361 28 1.16667 1.48324
29322045790386 42973059 57118407 14145348 26 1.08333 1.21654
18297422671669 42018049 60227547 18209498 29 1.20833 1.17208
22627901765129 32861173 47333867 14472694 26 1.08333 1.22871
30977500840160 32845621 42449159 9603538 29 1.20833 1.54175
13398036185585 2752048 22674960 19922912 27 1.125 1.13345
5643163902569 4609982 14772012 10162030 28 1.16667 1.45015
10789354276977 25789503 39333460 13543957 28 1.16667 1.37284
9984532269444 32828673 41889037 9060364 29 1.20833 1.63605
5430176679056 33933505 42696853 8763348 32 1.33333 1.19244
9742702374969 34648978 55220074 20571096 30 1.25 1.24118
10190065406403 25322208 36974356 11652148 35 1.45833 1.03148
17413372210525 35313417 44647137 9333720 27 1.125 1.32192
33165710443355 32810880 49528180 16717300 26 1.08333 1.06674
15989803982137 32804307 41627936 8823629 27 1.125 1.31226
26579351841745 12684030 23711059 11027029 33 1.375 1.02226
4140305867253 42556250 63146412 20590162 27 1.125 1.15718
32389952684890 33147036 43037021 9889985 28 1.16667 1.46662
32186160667292 32778754 40634483 7855729 28 1.16667 1.4772
1817020277285 4218553 17769319 13550766 28 1.16667 1.34528
14960464497326 41768482 51720966 9952484 26 1.08333 1.22041
2993462115163 49166660 63955036 14788376 40 1.66667 1.08593
470798865497 9136699 16595663 7458964 28 1.16667 1.36879
18715410023608 35703675 54973146 19269471 30 1.25 1.23623
14087817384807 17365816 27404963 10039147 28 1.16667 1.442
7437866195570 7810531 23152293 15341762 25 1.04167 1.14219
2923808089054 42557391 62168298 19610907 25 1.04167 1.06082
33957056978073 8607870 16232595 7624725 28 1.16667 1.40839
6432379435439 32717041 53436472 20719431 28 1.16667 1.17139
27042326849710 32714439 42600163 9885724 28 1.16667 1.51101
32220818077320 42821210 57832943 15011733 27 1.125 1.36825
21775821284945 33889262 47092925 13203663 27 1.125 1.26894
29203682862391 32695066 48470537 15775471 25 1.04167 1.13777
5901288995162 40019883 55433985 15414102 26 1.08333 1.51427
9876365724458 4668767 19075145 14406378 27 1.125 1.43443
28750667988662 32688010 41330038 8642028 31 1.29167 1.18551
24879853966332 32680096 40242686 7562590 30 1.25 1.5475
34539468016328 32676373 53919772 21243399 27 1.125 1.14442
4789737475576 32674882 40530013 7855131 29 1.20833 1.49054
4914026736648 32673858 40303330 7629472 29 1.20833 1.53476
4932869746778 32673255 51648853 18975598 27 1.125 1.1194
29197202829449 32666442 41191961 8525519 31 1.29167 1.20424
16214792282045 32895957 42783727 9887770 28 1.16667 1.49234
35127151350356 37840871 46516088 8675217 30 1.25 1.13092
10949462236315 3415283 19675790 16260507 31 1.29167 1.1705
20575808411337 24371319 40039244 15667925 25 1.04167 1.67684
30289534335720 32644305 47114364 14470059 27 1.125 1.24392
28014269461909 32640051 54316303 21676252 26 1.08333 1.12324
25474524227541 32635368 47970246 15334878 26 1.08333 1.17436
25954095729299 32634766 47969660 15334894 26 1.08333 1.17439
11182755127412 32624526 52678702 20054176 29 1.20833 1.21487
13316638936102 51890781 60203679 8312898 30 1.25 1.18063
34816663996371 30270572 47650148 17379576 30 1.25 1.17226
2217110031276 32617534 46923993 14306459 28 1.16667 1.05088
19742766536807 9583620 17321685 7738065 26 1.08333 1.26166
23180387913779 14894118 23971145 9077027 30 1.25 1.06652
11637339870390 32599307 47068508 14469201 27 1.125 1.24711
16293188649762 32597193 44590142 11992949 26 1.08333 1.25529
30518349218128 32594423 45967799 13373376 40 1.66667 1.05831
29205792988330 32583705 42224056 9640351 35 1.45833 1.22397
17044345602046 30680371 46862766 16182395 24 1 1.23366
11988166181153 32568848 43835012 11266164 35 1.45833 1.04866
27512427012577 19228249 30924404 11696155 38 1.58333 1.07848
30489007945708 32523274 40933700 8410426 27 1.125 1.41015
18436386102968 32513808 41154914 8641106 32 1.33333 1.2058
16928663708269 32512459 43747325 11234866 27 1.125 1.34754
30447413377374 42123810 51792812 9669002 26 1.08333 1.21944
29937353232303 32506645 47840379 15333734 26 1.08333 1.18284
18086119569867 30741936 52613995 21872059 28 1.16667 1.19997
19373747967631 32494106 40206088 7711982 32 1.33333 1.54164
20400896447935 32492702 52441175 19948473 30 1.25 1.22791
34559684035831 32491208 51031899 18540691 28 1.16667 1.15548
5141544010658 22973269 31308011 8334742 28 1.16667 1.43354
7920379324112 51098429 62844837 11746408 24 1 1.04394
20770071733313 32453824 46072507 13618683 27 1.125 1.33568
9292824873691 45153906 58891284 13737378 27 1.125 1.32537
11731228528919 36163534 43894432 7730898 29 1.20833 1.2627
10145152448548 14395899 32174603 17778704 29 1.20833 1.1545
11517483507716 884556 8148844 7264288 29 1.20833 1.43137
9502536151826 32401189 51373775 18972586 31 1.29167 1.25056
11861078248157 32385815 42269592 9883777 26 1.08333 1.21385
17009038922912 9522031 24476653 14954622 24 1 1.05731
14044835427221 3023559 23348628 20325069 26 1.08333 1.09767
2658501761594 32345195 42236341 9891146 35 1.45833 1.15794
27736001586883 34166893 45068734 10901841 36 1.5 1.07858
35085146701700 32334431 42225515 9891084 35 1.45833 1.15903
8059710848426 32334315 44642879 12308564 26 1.08333 1.24446
11931021717116 27038733 36056378 9017645 26 1.08333 1.24456
31894841086956 32305363 46772245 14466882 27 1.125 1.26763
2088717073342 4573355 18154841 13581486 40 1.66667 1.06444
250547574692 32302470 48074081 15771611 25 1.04167 1.16294
14763651057714 32286154 43173474 10887320 35 1.45833 1.05741
32015482668942 32285134 42167987 9882853 29 1.20833 1.55489
6654863522029 36017485 56872000 20854515 27 1.125 1.15869
34741542055662 32277614 48216668 15939054 34 1.41667 1.15229
22875988651196 3239595 13366497 10126902 26 1.08333 1.25317
7229468116042 32266114 47168889 14902775 27 1.125 1.23318
27990900009570 45834317 59577482 13743165 27 1.125 1.2753
22482580101338 32243745 45434954 13191209 37 1.54167 1.03718
